Output for File: data/Communities and Crime Normalized/communities.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  
{ Function 322: X66 = -0.00579040 + 0.55752690 X10 + 0.41601899 X64, SSR = 9.33E00 }
{ Function 323: X87 = -0.02862791 + 0.97632075 X90, SSR = 9.35E00 }
{ Function 324: X66 = -0.02066937 + 0.55604454 X10 + 0.42297727 X96, SSR = 9.39E00 }
{ Function 325: X126 = 0.00156749 + 0.20036080 X103, SSR = 9.40E00 }
{ Function 326: X24 = 0.01706837 + 0.30961296 X36 + 0.28813364 X48 + -0.09674996 X82 + 0.36341402 X84, SSR = 9.41E00 }
{ Function 327: X24 = -0.11731411 + 0.41542415 X42 + 0.21318364 X50 + 0.45129318 X88, SSR = 9.42E00 }
{ Function 328: X24 = 0.14617757 + -0.29286849 X33 + 0.49953856 X42 + 0.28229126 X87, SSR = 9.49E00 }
{ Function 329: X24 = 0.23331317 + -0.34335916 X33 + 0.43576254 X36 + 0.25638243 X87, SSR = 9.49E00 }
{ Function 330: X24 = 0.02648036 + 0.29298846 X36 + 0.29419520 X48 + -0.10883398 X82 + 0.35024126 X85, SSR = 9.50E00 }
{ Function 331: X49 = 0.78477636 + 0.16743718 X20 + -0.34422405 X46 + -0.50874377 X55 + 0.08924342 X72, SSR = 9.53E00 }
{ Function 332: X49 = 0.74933141 + 0.18292281 X20 + -0.32714439 X43 + -0.50960851 X55 + 0.10477461 X72, SSR = 9.53E00 }
{ Function 333: X24 = -0.10901571 + 0.40151959 X42 + 0.21968920 X50 + 0.38207943 X89, SSR = 9.54E00 }
{ Function 334: X66 = 0.71093729 + -0.78434503 X65 + 0.20951687 X67, SSR = 9.55E00 }
{ Function 335: X68 = -0.21955878 + 0.88219433 X47 + 0.27333554 X66, SSR = 9.56E00 }
{ Function 336: X25 = 0.06392646 + -0.20731626 X33 + 0.55571904 X42 + 0.27891948 X88, SSR = 9.58E00 }
{ Function 337: X11 = 0.14384406 + 0.83379063 X13, SSR = 9.59E00 }
{ Function 338: X25 = 0.07507170 + -0.21512954 X33 + 0.54655760 X42 + 0.23442021 X89, SSR = 9.59E00 }
{ Function 339: X25 = 0.21560142 + -0.28790846 X33 + 0.40766666 X36 + 0.28255169 X85, SSR = 9.62E00 }
{ Function 340: X24 = 0.26423346 + 0.65653916 X26 + -0.26649809 X33 + -0.12897443 X35, SSR = 9.64E00 }
{ Function 341: X17 = -0.16086747 + 0.27005229 X42 + 0.32541697 X48 + -0.01123454 X82 + 0.53885257 X90, SSR = 9.67E00 }
{ Function 342: X106 = 0.00188531 + 0.21997591 X103, SSR = 9.67E00 }
{ Function 343: X24 = -0.08759072 + 0.37515536 X42 + 0.30913724 X49 + 0.39982333 X84, SSR = 9.68E00 }
{ Function 344: X24 = 0.03252295 + 0.27070620 X36 + 0.30301243 X48 + -0.12196960 X82 + 0.34352806 X86, SSR = 9.70E00 }
{ Function 345: X95 = 0.00206754 + 0.70353208 X94, SSR = 9.70E00 }
{ Function 346: X25 = 0.06101250 + -0.20526369 X33 + 0.56221927 X42 + 0.26896165 X90, SSR = 9.72E00 }
{ Function 347: X17 = 0.13786044 + -0.31828539 X33 + 0.32718009 X42 + 0.45642457 X90, SSR = 9.75E00 }
{ Function 348: X66 = -0.00555142 + 0.57925009 X10 + 0.39352540 X63, SSR = 9.76E00 }
{ Function 349: X68 = -0.20737472 + 0.26123118 X10 + 0.86446715 X47, SSR = 9.79E00 }
{ Function 350: X66 = -0.00465278 + 0.58549214 X10 + 0.38937662 X62, SSR = 9.83E00 }
{ Function 351: X24 = -0.07688624 + 0.34311040 X36 + 0.22966283 X50 + 0.45812095 X90, SSR = 9.88E00 }
{ Function 352: X59 = 0.07630069 + 0.89505539 X58, SSR = 9.89E00 }
{ Function 353: X43 = -0.00720390 + 0.96078479 X45, SSR = 9.90E00 }
{ Function 354: X34 = -0.06538647 + 0.99442751 X35, SSR = 9.90E00 }
{ Function 355: X24 = -0.08597948 + 0.35615488 X42 + 0.32600139 X49 + 0.38762857 X85, SSR = 9.91E00 }
{ Function 356: X66 = 0.73431510 + -0.80296356 X65 + 0.18787078 X68, SSR = 9.92E00 }
{ Function 357: X25 = 0.01919485 + 0.60418030 X17 + 0.31208203 X36, SSR = 1.00E01 }
{ Function 358: X24 = -0.07865593 + 0.45152941 X42 + 0.24869846 X48 + -0.05886122 X82 + 0.34265525 X87, SSR = 1.01E01 }
{ Function 359: X25 = 0.20941491 + -0.28404345 X33 + 0.42656247 X36 + 0.27440067 X84, SSR = 1.01E01 }
{ Function 360: X38 = 0.22259077 + 0.64470427 X18 + -0.26850051 X33, SSR = 1.02E01 }
{ Function 361: X17 = -0.16139943 + 0.25511683 X42 + 0.31072329 X49 + 0.56515467 X90, SSR = 1.02E01 }
{ Function 362: X24 = -0.04937511 + 0.30552233 X36 + 0.33159652 X49 + 0.41083923 X84, SSR = 1.02E01 }
{ Function 363: X17 = 0.16817565 + -0.34438237 X33 + 0.31072691 X42 + 0.37867998 X89, SSR = 1.03E01 }
{ Function 364: X15 = 0.03426498 + 0.60270007 X56 + 1.04904497 X101, SSR = 1.03E01 }
{ Function 365: X24 = -0.07515392 + 0.33718162 X36 + 0.23656292 X50 + 0.46124850 X88, SSR = 1.03E01 }
{ Function 366: X24 = -0.08819001 + 0.33045947 X42 + 0.34682200 X49 + 0.38210824 X86, SSR = 1.03E01 }
{ Function 367: X69 = 0.05084718 + 0.78807733 X6 + 0.17212832 X67, SSR = 1.03E01 }
{ Function 368: X70 = 0.05100523 + 0.90912281 X47, SSR = 1.03E01 }
{ Function 369: X49 = 0.77334590 + 0.17622181 X20 + -0.33173688 X45 + -0.51460669 X55 + 0.08950174 X72, SSR = 1.03E01 }
{ Function 370: X24 = -0.06807410 + 0.32467944 X36 + 0.24219819 X50 + 0.39127527 X89, SSR = 1.04E01 }
{ Function 371: X17 = 0.15193744 + -0.33415603 X33 + 0.32777383 X42 + 0.44510829 X88, SSR = 1.04E01 }
{ Function 372: X17 = -0.11030676 + 0.67549391 X26 + 0.40840329 X48 + -0.10089915 X82, SSR = 1.04E01 }
{ Function 373: X24 = -0.04958916 + 0.28821874 X36 + 0.34785030 X49 + 0.39898582 X85, SSR = 1.04E01 }
{ Function 374: X17 = -0.16706557 + 0.26838704 X42 + 0.34396225 X48 + -0.00354768 X82 + 0.53843722 X88, SSR = 1.05E01 }
{ Function 375: X38 = 0.90991616 + -0.59325284 X21 + -0.42683642 X33, SSR = 1.05E01 }
{ Function 376: X50 = 0.15790032 + 0.89248561 X48 + -0.14785145 X82, SSR = 1.05E01 }
{ Function 377: X48 = 0.80045699 + 0.05706866 X20 + -0.39809941 X46 + -0.45925155 X55 + 0.16664280 X72, SSR = 1.05E01 }
{ Function 378: X24 = -0.11788971 + 0.45076100 X42 + 0.26212204 X49 + 0.38091339 X87, SSR = 1.06E01 }
{ Function 379: X32 = 0.02772370 + 0.48457616 X56 + 1.18602344 X101, SSR = 1.06E01 }
{ Function 380: X66 = -0.00359659 + 0.61314753 X10 + 0.36322836 X61, SSR = 1.06E01 }
{ Function 381: X48 = 0.75648729 + 0.07636670 X20 + -0.37451236 X43 + -0.46049265 X55 + 0.18563672 X72, SSR = 1.06E01 }
{ Function 382: X25 = 0.08243022 + -0.22481073 X33 + 0.59445379 X42 + 0.21244913 X87, SSR = 1.06E01 }
{ Function 383: X17 = -0.14874592 + 0.25121983 X42 + 0.34533865 X48 + -0.01339455 X82 + 0.45291156 X89, SSR = 1.07E01 }
{ Function 384: X24 = -0.08086637 + 0.39856933 X42 + 0.26954017 X50 + 0.38405772 X84, SSR = 1.07E01 }
{ Function 385: X24 = -0.05439753 + 0.26458310 X36 + 0.36786323 X49 + 0.39437742 X86, SSR = 1.08E01 }
{ Function 386: X6 = 0.06494882 + 0.86224896 X69, SSR = 1.08E01 }
{ Function 387: X58 = -0.03077573 + 0.98075651 X59, SSR = 1.08E01 }
{ Function 388: X52 = 0.04577404 + 0.86516783 X53, SSR = 1.08E01 }
{ Function 389: X63 = -0.03119146 + 0.13789333 X73 + 0.88276404 X96, SSR = 1.09E01 }
{ Function 390: X17 = -0.05851288 + 0.73323994 X25 + 0.29969477 X48 + -0.07664309 X82, SSR = 1.09E01 }
{ Function 391: X24 = -0.03039627 + 0.37281518 X36 + 0.27640947 X48 + -0.06388477 X82 + 0.34432804 X87, SSR = 1.09E01 }
{ Function 392: X24 = -0.08918267 + 0.53859502 X20 + 0.51518856 X90, SSR = 1.09E01 }
{ Function 393: X24 = -0.07977910 + 0.38219270 X42 + 0.28528638 X50 + 0.36942614 X85, SSR = 1.10E01 }
{ Function 394: X76 = 0.01454186 + 0.86800503 X54 + 0.47171523 X118, SSR = 1.10E01 }
{ Function 395: X25 = -0.03894681 + 0.55314084 X20 + 0.42764937 X86, SSR = 1.11E01 }
{ Function 396: X25 = 0.17238244 + -0.26662297 X33 + 0.44656677 X36 + 0.22968731 X89, SSR = 1.12E01 }
{ Function 397: X96 = 0.04488854 + 0.92363002 X63, SSR = 1.12E01 }
{ Function 398: X24 = 0.16472401 + -0.26581519 X35 + 0.31142215 X48 + 0.45584073 X86, SSR = 1.12E01 }
{ Function 399: X17 = -0.15946627 + 0.25435881 X42 + 0.32111214 X49 + 0.56122041 X88, SSR = 1.12E01 }
{ Function 400: X25 = 0.16428553 + -0.26126504 X33 + 0.45479193 X36 + 0.27022673 X88, SSR = 1.12E01 }
{ Function 401: X24 = -0.07491672 + 0.53045144 X20 + 0.44366869 X89, SSR = 1.12E01 }
{ Function 402: X17 = -0.14963343 + 0.23477291 X42 + 0.33071265 X49 + 0.47730608 X89, SSR = 1.13E01 }
{ Function 403: X25 = 0.16106242 + -0.25836125 X33 + 0.46084774 X36 + 0.26243239 X90, SSR = 1.13E01 }
{ Function 404: X32 = 0.03359187 + 1.39788255 X105, SSR = 1.13E01 }
{ Function 405: X24 = 0.18281380 + -0.27983627 X35 + 0.29132839 X48 + 0.46360377 X85, SSR = 1.13E01 }
{ Function 406: X24 = -0.08521566 + 0.53773937 X20 + 0.52178386 X88, SSR = 1.13E01 }
{ Function 407: X66 = -0.05314310 + 0.58374620 X73 + 0.44072537 X96, SSR = 1.13E01 }
{ Function 408: X24 = -0.03944550 + 0.32355323 X36 + 0.29123733 X50 + 0.39559804 X84, SSR = 1.14E01 }
{ Function 409: X65 = 0.94517529 + -0.58935183 X10 + -0.40678845 X64, SSR = 1.14E01 }
{ Function 410: X68 = -0.08462783 + 0.49791448 X6 + 0.56794359 X73, SSR = 1.15E01 }
{ Function 411: X24 = -0.08249096 + 0.36071726 X42 + 0.30440807 X50 + 0.36005058 X86, SSR = 1.15E01 }
{ Function 412: X24 = -0.07263079 + 0.36892428 X36 + 0.29114323 X49 + 0.38737046 X87, SSR = 1.15E01 }
{ Function 413: X48 = 0.78907401 + 0.06640128 X20 + -0.38584906 X45 + -0.46592928 X55 + 0.16625911 X72, SSR = 1.16E01 }
{ Function 414: X24 = 0.44438046 + -0.28624251 X33 + -0.25537651 X35 + 0.43105389 X86, SSR = 1.16E01 }
{ Function 415: X24 = 0.18837925 + -0.28553912 X35 + 0.27878609 X48 + 0.47768544 X84, SSR = 1.16E01 }
{ Function 416: X6 = 0.01619052 + 0.63261348 X70 + 0.33264927 X71, SSR = 1.16E01 }
{ Function 417: X51 = 0.05169613 + 0.86949105 X48, SSR = 1.16E01 }
{ Function 418: X21 = 0.94685396 + -0.85230987 X18, SSR = 1.16E01 }
{ Function 419: X24 = -0.10714451 + 0.47363313 X42 + 0.21928979 X50 + 0.37003759 X87, SSR = 1.16E01 }
{ Function 420: X24 = 0.12683949 + -0.25256042 X35 + 0.24966355 X48 + 0.45660548 X89, SSR = 1.17E01 }
{ Function 421: X24 = 0.15219202 + -0.24028379 X35 + 0.30537142 X49 + 0.46873370 X86, SSR = 1.17E01 }
{ Function 422: X24 = -0.03990611 + 0.30833005 X36 + 0.30655386 X50 + 0.38144172 X85, SSR = 1.17E01 }
{ Function 423: X118 = 0.02977995 + 0.61554143 X5, SSR = 1.17E01 }
{ Function 424: X53 = 0.05806414 + 0.93454290 X52, SSR = 1.17E01 }
{ Function 425: X24 = 0.44446767 + -0.26452959 X33 + -0.27259749 X35 + 0.43972364 X85, SSR = 1.18E01 }
{ Function 426: X24 = 0.17320265 + -0.25754075 X35 + 0.28308152 X49 + 0.47630166 X85, SSR = 1.18E01 }
{ Function 427: X17 = -0.14615841 + 0.28425722 X42 + 0.25353342 X50 + 0.55577291 X90, SSR = 1.18E01 }
{ Function 428: X24 = 0.10866563 + -0.22575141 X35 + 0.24924516 X49 + 0.47014165 X89, SSR = 1.18E01 }
{ Function 429: X65 = 0.94497865 + -0.61031005 X10 + -0.38521494 X63, SSR = 1.18E01 }
{ Function 430: X15 = 0.04236829 + 1.38444114 X105, SSR = 1.19E01 }
{ Function 431: X17 = 0.25092819 + -0.41162867 X33 + 0.32126732 X42 + 0.35188749 X84, SSR = 1.19E01 }
{ Function 432: X65 = 0.93196445 + -0.96995079 X66, SSR = 1.21E01 }
{ Function 433: X24 = 0.12765474 + -0.26261767 X35 + 0.23963230 X48 + 0.52667189 X90, SSR = 1.21E01 }
{ Function 434: X17 = 0.26572843 + -0.42667158 X33 + 0.30811841 X42 + 0.33664226 X85, SSR = 1.21E01 }
{ Function 435: X24 = 0.18094854 + -0.26556136 X35 + 0.26853593 X49 + 0.49060366 X84, SSR = 1.21E01 }
{ Function 436: X32 = 0.03564988 + 1.61806865 X122, SSR = 1.21E01 }
{ Function 437: X24 = -0.04477416 + 0.28805874 X36 + 0.32512931 X50 + 0.37320798 X86, SSR = 1.21E01 }
{ Function 438: X24 = 0.11939904 + -0.25305206 X35 + 0.25188023 X48 + 0.53536954 X88, SSR = 1.21E01 }
{ Function 439: X118 = 0.02606951 + 0.50980871 X76, SSR = 1.22E01 }
{ Function 440: X24 = 0.43920544 + -0.24910793 X33 + -0.28203153 X35 + 0.45362068 X84, SSR = 1.22E01 }
{ Function 441: X17 = -0.18232919 + 0.72772898 X26 + 0.44406578 X49, SSR = 1.22E01 }
{ Function 442: X24 = 0.10915516 + -0.23627564 X35 + 0.23971885 X49 + 0.54233010 X90, SSR = 1.22E01 }
{ Function 443: X25 = -0.04139226 + 0.57014188 X20 + 0.41379507 X85, SSR = 1.23E01 }
{ Function 444: X24 = -0.03360855 + 0.58230741 X20 + 0.45579266 X84, SSR = 1.23E01 }
{ Function 445: X73 = -0.05515523 + 0.46204328 X10 + 0.23472232 X64 + 0.32652753 X71, SSR = 1.23E01 }
{ Function 446: X67 = -0.03587899 + 0.39623178 X69 + 0.64632845 X73, SSR = 1.23E01 }
{ Function 447: X24 = -0.03053998 + 0.58598552 X20 + 0.43930081 X85, SSR = 1.24E01 }
{ Function 448: X15 = 0.04425368 + 1.61496408 X122, SSR = 1.24E01 }
{ Function 449: X25 = 0.19221907 + -0.28669919 X33 + 0.49079439 X36 + 0.19458551 X87, SSR = 1.24E01 }
{ Function 450: X24 = 0.10409387 + -0.22856654 X35 + 0.24796207 X49 + 0.55120451 X88, SSR = 1.24E01 }
{ Function 451: X17 = -0.10223514 + 0.78820508 X25 + 0.30175942 X49, SSR = 1.24E01 }
{ Function 452: X26 = 0.03858796 + 0.51093093 X42 + 0.38657965 X86, SSR = 1.25E01 }
{ Function 453: X73 = -0.05553560 + 0.47549444 X10 + 0.21824998 X63 + 0.32910566 X71, SSR = 1.25E01 }
{ Function 454: X24 = 0.19317390 + -0.28120379 X35 + 0.25402875 X50 + 0.45219346 X86, SSR = 1.25E01 }
{ Function 455: X24 = 0.21103505 + -0.29507028 X35 + 0.23493118 X50 + 0.46206384 X85, SSR = 1.25E01 }
{ Function 456: X73 = -0.05596087 + 0.47778563 X10 + 0.21538497 X62 + 0.33206287 X71, SSR = 1.26E01 }
{ Function 457: X17 = 0.27959239 + -0.44479259 X33 + 0.29331959 X42 + 0.32297120 X86, SSR = 1.26E01 }
{ Function 458: X42 = 0.43863676 + 0.49944058 X25 + -0.44022689 X41, SSR = 1.26E01 }
{ Function 459: X65 = 0.94277025 + -0.62659682 X10 + -0.36581067 X62, SSR = 1.26E01 }
{ Function 460: X50 = 0.05138787 + 0.98708990 X49, SSR = 1.27E01 }
{ Function 461: X24 = 0.35377578 + -0.20067991 X33 + -0.26737588 X35 + 0.43787495 X89, SSR = 1.27E01 }
{ Function 462: X42 = 0.43857812 + 0.49567876 X26 + -0.45925966 X41, SSR = 1.27E01 }
{ Function 463: X87 = -0.00150590 + 0.82249348 X89, SSR = 1.28E01 }
{ Function 464: X17 = 0.17782035 + -0.35674222 X33 + 0.38571802 X42 + 0.34982502 X87, SSR = 1.28E01 }
{ Function 465: X24 = -0.05887353 + 0.38711864 X36 + 0.24775330 X50 + 0.37537848 X87, SSR = 1.28E01 }
{ Function 466: X24 = 0.15872056 + -0.27071906 X35 + 0.19038810 X50 + 0.45939477 X89, SSR = 1.28E01 }
{ Function 467: X24 = 0.21704625 + -0.30113659 X35 + 0.22242608 X50 + 0.47741833 X84, SSR = 1.28E01 }
{ Function 468: X24 = -0.03070181 + 0.58853415 X20 + 0.42630064 X86, SSR = 1.28E01 }
{ Function 469: X17 = -0.09881083 + 0.78932810 X25 + 0.27629905 X50, SSR = 1.29E01 }
{ Function 470: X51 = 0.06007384 + 0.84234905 X49, SSR = 1.29E01 }
{ Function 471: X17 = -0.14433099 + 0.28484915 X42 + 0.26385046 X50 + 0.54914779 X88, SSR = 1.29E01 }
{ Function 472: X18 = 1.00384890 + -0.94600476 X21, SSR = 1.29E01 }
{ Function 473: X20 = 0.26942043 + 0.42325595 X25 + -0.22369255 X35 + 0.26386392 X49, SSR = 1.30E01 }
{ Function 474: X24 = 0.15440958 + -0.27703762 X35 + 0.18586971 X50 + 0.53121479 X90, SSR = 1.30E01 }
{ Function 475: X76 = 0.02643279 + 0.41947018 X118 + 0.88223182 X121, SSR = 1.31E01 }
{ Function 476: X17 = -0.13422891 + 0.26789903 X42 + 0.27174641 X50 + 0.46497977 X89, SSR = 1.31E01 }
{ Function 477: X65 = 0.94225436 + -0.64921533 X10 + -0.34654226 X61, SSR = 1.31E01 }
{ Function 478: X107 = 0.00349607 + 0.46061852 X123, SSR = 1.32E01 }
{ Function 479: X17 = -0.14469119 + 0.33028444 X42 + 0.34671341 X48 + -0.01807248 X82 + 0.44175165 X87, SSR = 1.32E01 }
{ Function 480: X20 = 0.32214306 + -0.15437363 X37 + 0.40100075 X42 + 0.17182440 X48 + -0.19768841 X82, SSR = 1.32E01 }
{ Function 481: X25 = -0.04585344 + 0.57951846 X20 + 0.41121602 X84, SSR = 1.32E01 }
{ Function 482: X67 = -0.17701640 + 0.80527159 X47 + 0.34434909 X66, SSR = 1.33E01 }
{ Function 483: X24 = 0.15184131 + -0.27164884 X35 + 0.19189963 X50 + 0.53842229 X88, SSR = 1.33E01 }
{ Function 484: X24 = 0.34399007 + -0.17881955 X33 + -0.28558441 X35 + 0.50857974 X90, SSR = 1.33E01 }
{ Function 485: X17 = -0.06380791 + 0.25448030 X42 + 0.36817660 X48 + -0.08151798 X82 + 0.41276097 X84, SSR = 1.33E01 }
{ Function 486: X26 = 0.03080604 + 0.54784145 X42 + 0.36228750 X85, SSR = 1.34E01 }
{ Function 487: X24 = 0.34855334 + -0.19256139 X33 + -0.27549850 X35 + 0.51302856 X88, SSR = 1.34E01 }
{ Function 488: X107 = 0.01347494 + 1.20540386 X106, SSR = 1.35E01 }
{ Function 489: X107 = 0.00163702 + 0.36054030 X103, SSR = 1.35E01 }
{ Function 490: X73 = -0.06443492 + 0.64844187 X66 + 0.37875027 X71, SSR = 1.35E01 }
{ Function 491: X17 = -0.05058350 + 0.23469961 X42 + 0.37614965 X48 + -0.09646567 X82 + 0.39409913 X85, SSR = 1.36E01 }
{ Function 492: X20 = 0.31432396 + 0.42119783 X25 + -0.26868414 X35 + 0.22397931 X48, SSR = 1.37E01 }
{ Function 493: X20 = 0.44815963 + -0.22484329 X22 + 0.41062344 X42 + -0.23535527 X82, SSR = 1.37E01 }
{ Function 494: X20 = 0.34082342 + 0.42263278 X25 + -0.14783209 X37 + 0.16632664 X48 + -0.15515147 X82, SSR = 1.37E01 }
{ Function 495: X20 = 0.21451524 + 0.46683235 X25 + -0.15889812 X37 + 0.28264850 X49, SSR = 1.38E01 }
{ Function 496: X17 = -0.17067280 + 0.71951077 X26 + 0.40206015 X50, SSR = 1.38E01 }
{ Function 497: X73 = 0.31453732 + -0.37699083 X65 + 0.62780148 X67, SSR = 1.39E01 }
{ Function 498: X20 = 0.24293425 + 0.36082259 X26 + -0.23982078 X35 + 0.34138481 X49, SSR = 1.39E01 }
{ Function 499: X26 = 0.02253686 + 0.56963323 X42 + 0.35555273 X84, SSR = 1.39E01 }
{ Function 500: X20 = 0.36941649 + 0.32915787 X36 + -0.16078587 X37 + 0.19466180 X48 + -0.20133729 X82, SSR = 1.39E01 }
{ Function 501: X67 = -0.16408956 + 0.32112265 X10 + 0.79026145 X47, SSR = 1.40E01 }
{ Function 502: X17 = -0.10014907 + 0.44361184 X20 + 0.62842577 X90, SSR = 1.40E01 }
{ Function 503: X20 = 0.46242577 + -0.22320432 X22 + 0.43640878 X25 + -0.18399127 X82, SSR = 1.40E01 }
{ Function 504: X76 = 0.01608526 + 0.76470343 X94 + 0.58589910 X118, SSR = 1.41E01 }
{ Function 505: X26 = -0.03028073 + 0.58865226 X42 + 0.36067128 X90, SSR = 1.41E01 }
{ Function 506: X24 = -0.07250723 + 0.59829839 X20 + 0.43771542 X87, SSR = 1.41E01 }
{ Function 507: X26 = -0.01894267 + 0.57339625 X42 + 0.31664565 X89, SSR = 1.41E01 }
{ Function 508: X17 = -0.04048603 + 0.20905187 X42 + 0.38735235 X48 + -0.11282298 X82 + 0.38129240 X86, SSR = 1.41E01 }
{ Function 509: X62 = -0.03017476 + 0.14397432 X73 + 0.86050805 X96, SSR = 1.42E01 }
{ Function 510: X26 = -0.02748929 + 0.58500730 X42 + 0.36877210 X88, SSR = 1.42E01 }
{ Function 511: X6 = 0.08618609 + 0.27614565 X68 + 0.62223499 X70, SSR = 1.42E01 }
{ Function 512: X17 = 0.25090061 + 0.64023898 X26 + -0.41388344 X33, SSR = 1.42E01 }
{ Function 513: X17 = -0.14538757 + 0.32449752 X42 + 0.32379627 X49 + 0.46865155 X87, SSR = 1.43E01 }
{ Function 514: X20 = 0.32607942 + 0.42572707 X25 + -0.27175931 X35 + 0.18774681 X50, SSR = 1.43E01 }
{ Function 515: X73 = -0.06137612 + 0.31460295 X64 + 0.71038937 X67, SSR = 1.43E01 }
{ Function 516: X20 = 0.19165062 + -0.20174092 X37 + 0.42891435 X42 + 0.30303180 X49, SSR = 1.43E01 }
{ Function 517: X96 = 0.04997064 + 0.90915447 X62, SSR = 1.45E01 }
{ Function 518: X25 = -0.08298091 + 0.56234639 X20 + 0.36524117 X89, SSR = 1.45E01 }
{ Function 519: X42 = 0.47784537 + 0.41764735 X24 + -0.49436391 X41, SSR = 1.45E01 }
{ Function 520: X26 = 0.05589064 + 0.50606767 X17 + 0.35779534 X36, SSR = 1.45E01 }
{ Function 521: X25 = -0.09143584 + 0.56906002 X20 + 0.42853468 X88, SSR = 1.46E01 }
{ Function 522: X42 = 0.37879106 + 0.56587297 X26 + -0.38014533 X35, SSR = 1.47E01 }
{ Function 523: X25 = -0.09446440 + 0.57500859 X20 + 0.41575078 X90, SSR = 1.47E01 }
{ Function 524: X20 = 0.18220888 + 0.40320160 X26 + -0.17395040 X37 + 0.36786257 X49, SSR = 1.47E01 }
{ Function 525: X73 = -0.06353532 + 0.29606699 X63 + 0.72902778 X67, SSR = 1.48E01 }
{ Function 526: X76 = 0.02338739 + 1.04519618 X105 + 0.56786896 X118, SSR = 1.48E01 }
{ Function 527: X17 = -0.11224229 + 0.25191456 X42 + 0.38775792 X49 + 0.45910956 X84, SSR = 1.48E01 }
{ Function 528: X26 = 0.11091574 + 0.39458907 X36 + 0.42544663 X86, SSR = 1.48E01 }
{ Function 529: X20 = 0.33809748 + 0.34677039 X26 + -0.16667750 X37 + 0.22570134 X48 + -0.17896186 X82, SSR = 1.49E01 }
{ Function 530: X88 = 0.14766467 + 0.84927082 X84, SSR = 1.49E01 }
{ Function 531: X73 = -0.06359878 + 0.29113492 X62 + 0.73555107 X67, SSR = 1.49E01 }
{ Function 532: X20 = 0.51785550 + -0.23249235 X22 + 0.32925006 X36 + -0.25472370 X82, SSR = 1.49E01 }
{ Function 533: X68 = -0.11188163 + 0.39370481 X66 + 0.65891520 X69, SSR = 1.49E01 }
{ Function 534: X20 = 0.30608852 + 0.34368099 X26 + -0.30371718 X35 + 0.29387089 X48, SSR = 1.49E01 }
{ Function 535: X20 = 0.45181291 + -0.39865124 X33 + 0.45531227 X36, SSR = 1.50E01 }
{ Function 536: X65 = 0.99375359 + -0.42965696 X73 + -0.59299637 X96, SSR = 1.50E01 }
{ Function 537: X20 = 0.24116387 + 0.35349381 X36 + -0.21010914 X37 + 0.32716044 X49, SSR = 1.50E01 }
{ Function 538: X66 = -0.03400654 + 0.34693278 X61 + 0.65322492 X73, SSR = 1.50E01 }
{ Function 539: X74 = 0.84145802 + -0.44581313 X72 + -0.30333898 X75, SSR = 1.50E01 }
{ Function 540: X74 = 0.84890293 + -0.31128002 X75 + -0.46613066 X78, SSR = 1.51E01 }
{ Function 541: X26 = 0.05510579 + 0.83301169 X24, SSR = 1.52E01 }
{ Function 542: X17 = -0.11070855 + 0.23172857 X42 + 0.40747386 X49 + 0.44274681 X85, SSR = 1.52E01 }
{ Function 543: X68 = -0.09397385 + 0.37849561 X10 + 0.63049552 X69, SSR = 1.52E01 }
{ Function 544: X6 = 0.02666133 + 0.89540836 X47, SSR = 1.52E01 }
{ Function 545: X20 = 0.37196777 + -0.36067923 X33 + 0.52797005 X42, SSR = 1.52E01 }
{ Function 546: X107 = 0.00631019 + 0.54705993 X116, SSR = 1.53E01 }
{ Function 547: X17 = -0.09505573 + 0.45031073 X20 + 0.62548338 X88, SSR = 1.53E01 }
{ Function 548: X84 = -0.08725929 + 0.83210024 X89, SSR = 1.53E01 }
{ Function 549: X110 = 0.00129936 + 0.77734528 X103, SSR = 1.54E01 }
{ Function 550: X20 = 0.27063513 + 0.48381687 X25 + -0.20068641 X37 + 0.19359058 X50, SSR = 1.54E01 }
{ Function 551: X17 = -0.08269875 + 0.44393567 X20 + 0.52904977 X89, SSR = 1.54E01 }
{ Function 552: X11 = -0.01485988 + 0.88906100 X12, SSR = 1.55E01 }
{ Function 553: X76 = 0.02255581 + 0.61649631 X118 + 1.14450486 X122, SSR = 1.56E01 }
{ Function 554: X76 = 0.02279968 + 1.16082343 X101 + 0.62976810 X118, SSR = 1.57E01 }
{ Function 555: X20 = 0.51571108 + -0.27292498 X22 + 0.34529488 X26 + -0.22829786 X82, SSR = 1.57E01 }
{ Function 556: X26 = -0.01729920 + 0.63521036 X42 + 0.30315114 X87, SSR = 1.57E01 }
